"GeneSymbol","Zscore","EntrezID","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"ABCG1",0.375,9619,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCG2",-0.234,9429,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ABCG4",-0.614,64137,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ABCG5",-1.064,64240,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Fat digestion and absorption"
"ABCG8",0.03,64241,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ABHD1",-1.741,84696,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD10",1.633,55347,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD11",-1.538,83451,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD12",-0.423,26090,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD12B",0.742,145447,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD13",-0.221,84945,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD14A",0.195,25864,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD14B",-0.212,84836,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD15",0.795,116236,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD16A",-0.881,7920,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD16B",0.812,140701,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD17A",-0.749,81926,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD17B",0.338,51104,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD17C",-0.314,58489,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD2",0.528,11057,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD3",-0.072,171586,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABHD4",0.505,63874,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD5",-0.004,51099,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Regulation of lipolysis in adipocytes"
"ABHD6",0.686,57406,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABHD8",0.609,79575,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABI1",-2.161,10006,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABI2",0.984,10152,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ABI3",0.089,51225,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABI3BP",0.195,25890,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABL1",2.657,25,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ABL2",0.261,27,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ABLIM1",-0.442,3983,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ABLIM2",0.192,84448,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABLIM3",0.067,22885,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABO",-0.005,28,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ABR",0.445,29,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABRA",-0.46,137735,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABT1",-3.121,29777,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABTB1",0.764,80325,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABTB2",-0.835,25841,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACAA1",0.197,30,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAA2",0.078,10449,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACACA",0.371,31,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACACB",-1.036,32,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Insulin signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, AMPK signaling pathway"
"ACAD10",-1.599,80724,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACAD11",0.569,84129,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAD8",-0.717,27034,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACAD9",-0.772,28976,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACADL",0.74,33,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACADM",-0.736,34,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ACADS",1.535,35,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACADSB",-1.173,36,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACADVL",0.226,37,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAN",0.065,176,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAP1",-0.025,9744,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Endocytosis"
"ACAP2",-1.156,23527,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Endocytosis"
"ACAP3",0.497,116983,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAT1",1.689,38,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAT2",1.174,39,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACBD3",0.653,64746,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD4",1.18,79777,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD5",1.596,91452,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD6",-0.552,84320,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACBD7",0.82,414149,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCS",0.794,84680,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCSL",0.436,390110,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACD",0.4,65057,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACE",-1.676,1636,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Renin secretion"
"ACE2",0.021,59272,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER1",-0.847,125981,"HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Sphingolipid signaling pathway"
"ACER2",0.078,340485,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACER3",0.623,55331,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACHE",0.739,43,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACIN1",-2.425,22985,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACKR1",-0.019,2532,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"ACKR2",0.049,1238,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACKR3",0.028,57007,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACKR4",-0.373,51554,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACLY",-0.861,47,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACMSD",-0.893,130013,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACN9",-0.078,57001,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACO1",-0.338,48,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACO2",-3.703,50,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT1",0.915,641371,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT11",-0.237,26027,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACOT12",0.844,134526,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT13",0.874,55856,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT2",-1.027,10965,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Ovarian steroidogenesis"
"ACOT4",-1.392,122970,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACOT6",-0.805,641372,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACOT7",0.249,11332,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT8",-0.156,10005,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACOT9",-0.657,23597,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACOX1",-0.417,51,"HighConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","cAMP signaling pathway, alpha-Linolenic acid metabolism"
"ACOX2",1.625,8309,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOX3",0.226,8310,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOXL",0.779,55289,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACP1",0.472,52,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACP2",1.775,53,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACP5",-0.389,54,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACP6",0.264,51205,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACPP",-0.907,55,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACPT",-0.685,93650,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACR",0.386,49,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACRBP",-0.792,84519,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACRC",-0.964,93953,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACRV1",-2.927,56,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSBG1",1.242,23205,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSBG2",-0.032,81616,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Adipocytokine signaling pathway"
"ACSF2",0.35,80221,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSF3",0.453,197322,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL1",0.555,2180,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL3",-0.057,2181,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Adipocytokine signaling pathway, Ferroptosis"
"ACSL4",0.242,2182,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL5",-2.291,51703,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL6",-0.33,23305,"HighConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Adipocytokine signaling pathway, Ferroptosis"
"ACSM1",-0.779,116285,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACSM2A",-0.117,123876,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACSM2B",0.661,348158,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM3",1.754,6296,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM4",-0.459,341392,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACSM5",-0.221,54988,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACSM6",-0.355,142827,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
