"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.PI3K-Akt signaling pathway","Ntwrk.PI3K-Akt signaling pathway","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"430",3911,"LAMA5",366,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Focal adhesion, ECM-receptor interaction",9,"ITGA5, ARHGEF6, ITGA1, AGRN, PRNP, ITGAV, PXN, ITGB1, CDC42",4,"ITGB1, ITGAV, ITGA5, ITGA1",0,NA,0,"",4
"431",3916,"LAMP1",698,"MedConf","Novel","Phagosome",1,"EGFR",1,"EGFR",0,NA,0,"",1
"432",27040,"LAT",30,"MedConf","Novel","NF-kappa B signaling pathway, Rap1 signaling pathway, Ras signaling pathway, Fc gamma R-mediated phagocytosis, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Th17 cell differentiation, Th1 and Th2 cell differentiation",8,"SYK, COPS6, COPS5, COPS2, PIK3R3, COPS7A, SKAP1, UBC",2,"SYK, PIK3R3",0,NA,0,"",2
"433",3949,"LDLR",253,"MedConf","Novel",NA,3,"APOB, UBC, HSPA5",0,NA,0,NA,0,"",0
"434",64175,"LEPRE1",849,"HighConf","Novel",NA,3,"COL1A2, COL10A1, P4HB",1,"COL1A2",0,NA,0,"",1
"435",3978,"LIG1",405,"MedConf","Novel","Base excision repair",4,"POLD4, POLD3, PCNA, UBC",0,NA,0,NA,0,"",0
"436",91750,"LIN52",140,"MedConf","Novel",NA,6,"LIN9, TOP2A, MYBL2, CCNB2, PCNA, PLK1",0,NA,0,NA,0,"",0
"437",286826,"LIN9",144,"HighConf","Novel",NA,6,"TOP2A, MYBL2, PLK1, LIN52, CCNB2, PCNA",0,NA,0,NA,0,"",0
"438",254531,"LPCAT4",544,"HighConf","Novel","Ether lipid metabolism",7,"ENPP6, PLA2G6, PLA2G4D, PLA2G4A, JMJD7-PLA2G4B, PNPLA7, CEPT1",0,NA,0,NA,0,"",0
"439",9404,"LPXN",233,"MedConf","Novel",NA,2,"VCL, SVIL",0,NA,0,NA,0,"",0
"440",26018,"LRIG1",469,"MedConf","Novel",NA,3,"ADAM12, UBC, EGFR",1,"EGFR",0,NA,0,"",1
"441",4035,"LRP1",199,"HighConf","Novel",NA,9,"PDGFRB, APOB, ITGAM, AGRN, GPC2, UBC, CALR, ITGAV, A2M",2,"PDGFRB, ITGAV",0,NA,0,"",2
"442",25804,"LSM4",613,"MedConf","Novel","Spliceosome",4,"SNRPD3, PRPF8, UBC, LSM6",0,NA,0,NA,0,"",0
"443",11157,"LSM6",113,"HighConf","Novel","Spliceosome",3,"LSM4, PRPF8, SNRPD3",0,NA,0,NA,0,"",0
"444",1241,"LTB4R",517,"MedConf","Novel","Neuroactive ligand-receptor interaction",20,"MLNR, UTS2B, GPR4, XCL2, GNRH2, AVPR1A, GNA11, BDKRB1, TRH, NMS, KISS1, AGT, PROK1, ADRBK1, TACR3, NMUR2, GNA15, KALRN, EDN1, TACR1",0,NA,0,NA,0,"",0
"445",55692,"LUC7L",112,"MedConf","Novel",NA,3,"SNRPC, SNRPD3, PRPF8",0,NA,0,NA,0,"",0
"446",23643,"LY96",781,"HighConf","Novel","NF-kappa B signaling pathway, Toll-like receptor signaling pathway",10,"IKBKB, EIF2AK2, TICAM1, TLR2, TIRAP, MYD88, CD14, TOLLIP, S100A8, TLR4",3,"TLR4, TLR2, IKBKB",0,NA,0,"",3
"447",8567,"MADD",808,"HighConf","Novel",NA,2,"RIPK1, TNFRSF1A",0,NA,0,NA,0,"",0
"448",84232,"MAF1",148,"MedConf","Novel",NA,1,"CSNK2A2",0,NA,0,NA,0,"",0
"449",5608,"MAP2K6",114,"MedConf","Novel","Toll-like receptor signaling pathway, MAPK signaling pathway, Rap1 signaling pathway, TNF signaling pathway, Osteoclast differentiation, Fc epsilon RI signaling pathway, GnRH signaling pathway",17,"CDC42, BRAF, RAP1A, PEBP1, TNFRSF1A, MAPK13, GNA15, CXCL11, PF4, TAOK3, MAP3K9, RELA, MAP3K7, UBC, MAPKAPK3, RIPK1, MAP3K3",1,"RELA",0,NA,0,"",1
"450",4215,"MAP3K3",102,"MedConf","Novel","MAPK signaling pathway, GnRH signaling pathway",8,"MAP2K6, TNFRSF1A, IL1B, ERC1, RIPK1, UBC, IKBKB, MAP3K7",1,"IKBKB",0,NA,0,"",1
"451",6885,"MAP3K7",55,"HighConf","Novel","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, RIG-I-like receptor signaling pathway, T cell receptor signaling pathway",24,"RIPK1, IKBKB, RELA, MAP3K3, MAP2K6, EIF2AK2, KAT2B, TGFB2, PDPK1, TLR4, TNFRSF1A, CLTC, MYD88, BMPR1B, TIRAP, TLR2, IL1A, ERC1, CARD11, SMAD6, WDR5, UBC, UBB, RPS27A",5,"TLR4, TLR2, RELA, PDPK1, IKBKB",0,NA,0,"",5
"452",1326,"MAP3K8",632,"MedConf","Novel","Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, T cell receptor signaling pathway",2,"IKBKB, RELA",2,"RELA, IKBKB",0,NA,0,"",2
"453",4293,"MAP3K9",871,"MedConf","Novel",NA,2,"CDC42, MAP2K6",0,NA,0,NA,0,"",0
"454",5603,"MAPK13",338,"MedConf","Novel","Toll-like receptor signaling pathway, MAPK signaling pathway, Rap1 signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Leukocyte transendothelial migration, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, RIG-I-like receptor signaling pathway, Relaxin signaling pathway, Fc epsilon RI signaling pathway, Adrenergic signaling in cardiomyocytes, T cell receptor signaling pathway, Sphingolipid signaling pathway, GnRH signaling pathway, Th17 cell differentiation, Dopaminergic synapse, Th1 and Th2 cell differentiation, Platelet activation",21,"STMN1, GNG10, ELK4, DUSP5, DUSP7, MBP, MAX, CREB1, GNG3, MAP2K6, JUN, GNAO1, MAPKAPK3, GNAI3, CDC25B, SP1, STAT1, DUSP6, EEF2K, CDC42, DUSP10",3,"GNG3, GNG10, CREB1",0,NA,0,"",3
"455",7867,"MAPKAPK3",103,"MedConf","Novel","MAPK signaling pathway",5,"MAP2K6, MAPK13, PHC2, IL1A, UBC",0,NA,0,NA,0,"",0
"456",65108,"MARCKSL1",724,"MedConf","Novel","Fc gamma R-mediated phagocytosis",1,"UBC",0,NA,0,NA,0,"",0
"457",4144,"MAT2A",730,"MedConf","Novel",NA,2,"UBC, SP1",0,NA,0,NA,0,"",0
"458",4149,"MAX",77,"MedConf","Novel","MAPK signaling pathway",37,"EIF2S1, CCNE1, HCFC1, TAF1, TAF4, TAF12, E2F3, EIF4G1, NFYB, PDGFRB, SMAD4, GAPDH, BIRC5, CFLAR, PPP2R5A, EIF4A1, MAPK13, COL1A2, NFYC, CEBPD, TMEFF2, SIN3B, PMAIP1, SLC2A1, DNTT, HMGCS2, MXI1, WNT5A, PHF20, MYCT1, SIN3A, HDAC2, ITGB1, PTMA, WDR5, MSH2, CCND2",6,"PPP2R5A, PDGFRB, ITGB1, COL1A2, CCNE1, CCND2",3,"EIF4G1, EIF4A1, EIF2S1",0,"",9
"459",8932,"MBD2",47,"MedConf","Novel",NA,6,"CHD4, MTA2, SAP30BP, MBD3, HDAC2, SIN3A",0,NA,0,NA,0,"",0
"460",53615,"MBD3",387,"MedConf","Novel",NA,11,"PHF21A, ZFPM1, MBD2, HDAC2, SIN3A, CHD4, HDAC4, MORF4L1, KAT2B, PHF12, MTA2",0,NA,0,NA,0,"",0
"461",4155,"MBP",329,"HighConf","Novel",NA,1,"MAPK13",0,NA,0,NA,0,"",0
"462",4158,"MC2R",416,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",11,"GHRH, GPBAR1, HTR6, PTGER2, DRD5, SCT, PTGIR, CALCR, HRH2, VIPR1, ADRB2",0,NA,0,NA,0,"",0
"463",8888,"MCM3AP",636,"HighConf","Novel",NA,4,"UBC, POLDIP3, RAE1, THOC2",0,NA,2,"THOC2, RAE1",0,"",2
"464",84515,"MCM8",131,"MedConf","Novel",NA,7,"E2F3, POLE, GMNN, UBB, RPS27A, UBC, ATR",0,NA,0,NA,0,"",0
"465",4194,"MDM4",645,"MedConf","Novel",NA,3,"SFN, YWHAG, UBC",1,"YWHAG",0,NA,0,"",1
"466",84246,"MED10",218,"HighConf","Novel",NA,12,"MED8, MED21, MED19, KLF4, CEBPD, EGR2, CCND3, POLR2F, NCOA6, MED26, MED14, MED7",1,"CCND3",0,NA,0,"",1
"467",9282,"MED14",162,"MedConf","Novel","Thyroid hormone signaling pathway",12,"MED7, MED26, MED10, MED8, MED21, MED19, KLF4, CEBPD, EGR2, CCND3, NCOA6, UBC",1,"CCND3",0,NA,0,"",1
"468",219541,"MED19",311,"MedConf","Novel",NA,11,"KLF4, CEBPD, EGR2, MED7, NCOA6, MED10, MED21, MED8, CCND3, MED26, MED14",1,"CCND3",0,NA,0,"",1
"469",9412,"MED21",221,"HighConf","Novel",NA,13,"MED19, KLF4, CEBPD, EGR2, MED10, UBC, CCND3, JUN, MED7, MED8, NCOA6, MED14, MED26",1,"CCND3",0,NA,0,"",1
"470",9441,"MED26",168,"MedConf","Novel",NA,13,"POLR2J, MED10, MED8, MED21, MED19, KLF4, CEBPD, EGR2, POLR2F, NCOA6, MED14, MED7, CCND3",1,"CCND3",0,NA,0,"",1
"471",9443,"MED7",166,"MedConf","Novel",NA,11,"MED26, MED10, MED8, MED21, MED19, KLF4, CEBPD, EGR2, NCOA6, MED14, CCND3",1,"CCND3",0,NA,0,"",1
"472",112950,"MED8",220,"MedConf","Novel",NA,11,"MED21, MED19, KLF4, CEBPD, EGR2, MED7, CCND3, MED10, MED14, MED26, NCOA6",1,"CCND3",0,NA,0,"",1
"473",4236,"MFAP1",80,"MedConf","Novel",NA,12,"PRPF8, SNRPD3, XAB2, SF3B2, SNW1, SF3B1, RBM39, SF3B6, BCAS2, IK, PRPF38A, UBC",0,NA,0,NA,0,"",0
"474",4240,"MFGE8",857,"MedConf","Novel",NA,6,"ITGAV, FGA, ODAM, SEMG1, PRL, TTR",2,"PRL, ITGAV",0,NA,0,"",2
"475",4242,"MFNG",289,"MedConf","Novel","Notch signaling pathway",1,"JAG1",0,NA,0,NA,0,"",0
"476",4257,"MGST1",432,"MedConf","Novel","Platinum drug resistance",10,"GPX4, GSTO1, CYP2A6, CYP3A5, GPX1, GSTA1, GPX3, ADH4, GSTA3, GSTP1",0,NA,0,NA,0,"",0
"477",79003,"MIS12",137,"MedConf","Novel",NA,16,"PLK1, HNRNPH1, RAD21, BIRC5, NUP43, BUB1B, FGA, CENPH, ITGB3BP, RANGAP1, CENPO, CENPP, RANBP2, KIF18A, CDCA8, TF",0,NA,3,"RANGAP1, RANBP2, NUP43",0,"",3
"478",2862,"MLNR",518,"MedConf","Novel","Neuroactive ligand-receptor interaction",20,"UTS2B, GPR4, XCL2, GNRH2, TACR1, KALRN, KISS1, NMUR2, GNA15, LTB4R, TRH, AGT, NMS, ADRBK1, TACR3, EDN1, AVPR1A, GNA11, BDKRB1, PROK1",0,NA,0,NA,0,"",0
"479",4311,"MME",783,"MedConf","Novel","Hematopoietic cell lineage",1,"AGT",0,NA,0,NA,0,"",0
"480",10933,"MORF4L1",136,"MedConf","Novel",NA,10,"PHF12, MBD3, SIN3B, PHF21A, CHD4, HDAC4, UBC, MTA2, SIN3A, HDAC2",0,NA,0,NA,0,"",0
"481",4342,"MOS",864,"HighConf","Novel","Regulation of actin cytoskeleton, MAPK signaling pathway",1,"MRAS",0,NA,0,NA,0,"",0
"482",8777,"MPDZ",465,"MedConf","Novel",NA,7,"CLDN14, CLDN2, CLDN6, CLDN15, JAM3, CLDN11, CLDN19",0,NA,0,NA,0,"",0
"483",22808,"MRAS",304,"MedConf","Novel","Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway, Mitophagy - animal, Phospholipase D signaling pathway",9,"PIK3R3, ARHGEF6, BRAP, RASA3, RAPGEF5, RASAL2, RASA4, MOS, BRAF",1,"PIK3R3",0,NA,0,"",1
"484",64979,"MRPL36",208,"MedConf","Novel","Ribosome",2,"SRP54, RPL23A",0,NA,0,NA,0,"",0
"485",6183,"MRPS12",603,"MedConf","Novel","Ribosome",3,"UBC, MRPS35, MRPS18C",0,NA,0,NA,0,"",0
"486",51023,"MRPS18C",34,"MedConf","Novel","Ribosome",1,"MRPS12",0,NA,0,NA,0,"",0
"487",60488,"MRPS35",33,"HighConf","Novel",NA,1,"MRPS12",0,NA,0,NA,0,"",0
"488",4436,"MSH2",36,"MedConf","Novel","Platinum drug resistance",10,"PCNA, MAX, JUN, ATR, E2F3, POLE, IK, XPA, UBB, UBC",0,NA,0,NA,0,"",0
"489",4481,"MSR1",858,"MedConf","Novel","Phagosome",3,"APOB, HSP90B1, CALR",1,"HSP90B1",0,NA,0,"",1
"490",4502,"MT2A",397,"MedConf","Novel",NA,8,"ICAM1, IRF6, GBP2, NCAM1, SP1, JUN, OASL, IRF9",0,NA,0,NA,0,"",0
"491",9219,"MTA2",54,"HighConf","Novel",NA,12,"MORF4L1, KAT2B, PHF12, MBD3, PHF21A, ZFPM1, CHD4, UBC, MBD2, HDAC2, SIN3A, HDAC4",0,NA,0,NA,0,"",0
"492",4544,"MTNR1B",401,"MedConf","Novel","Neuroactive ligand-receptor interaction",28,"CXCR3, GNG10, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, C5, OPRM1, CCR8, CXCL8, CXCR5, GNG3, CXCL13, CXCR4, NMUR2, AGT, GNAI3",3,"GNG3, GNG10, CHRM2",0,NA,0,"",3
"493",4593,"MUSK",870,"MedConf","Novel",NA,3,"AGRN, PTK2B, CDC42",0,NA,0,NA,0,"",0
"494",4595,"MUTYH",618,"MedConf","Novel","Base excision repair",2,"UBC, PCNA",0,NA,0,NA,0,"",0
"495",4598,"MVK",769,"MedConf","Novel",NA,3,"NFYC, SP1, NFYB",0,NA,0,NA,0,"",0
"496",4601,"MXI1",771,"MedConf","Novel",NA,1,"MAX",0,NA,0,NA,0,"",0
"497",4605,"MYBL2",625,"HighConf","Novel",NA,6,"E2F3, LIN9, CCNE1, PLK1, CCNB2, LIN52",1,"CCNE1",0,NA,0,"",1
"498",80177,"MYCT1",879,"HighConf","Novel",NA,1,"MAX",0,NA,0,NA,0,"",0
"499",4615,"MYD88",288,"HighConf","Novel","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway",18,"TIRAP, NFKBIB, IL1B, IRAK1, TLR2, IL1A, TOLLIP, LY96, IL1RN, IKBKB, TLR4, UBC, MAP3K7, CD14, S100A8, EIF2AK2, NGFR, RELA",5,"TLR4, TLR2, RELA, NGFR, IKBKB",0,NA,0,"",5
"500",4632,"MYL1",549,"MedConf","Novel",NA,1,"MYLPF",0,NA,0,NA,0,"",0
"501",58498,"MYL7",831,"MedConf","Novel","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Focal adhesion",1,"MYLK2",0,NA,0,NA,0,"",0
"502",85366,"MYLK2",548,"HighConf","Novel","Regulation of actin cytoskeleton, Focal adhesion, Platelet activation",3,"MYL7, MYLPF, PRKX",0,NA,0,NA,0,"",0
"503",29895,"MYLPF",832,"MedConf","Novel","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Focal adhesion",2,"MYL1, MYLK2",0,NA,0,NA,0,"",0
"504",10135,"NAMPT",742,"HighConf","Novel","NOD-like receptor signaling pathway",1,"UBC",0,NA,0,NA,0,"",0
"505",4684,"NCAM1",852,"MedConf","Novel",NA,12,"CNTN2, AGRN, GBP2, IRF6, OASL, PRNP, MT2A, IRF9, ICAM1, CACNA1C, KRAS, CACNB4",1,"KRAS",0,NA,0,"",1
"506",23054,"NCOA6",97,"HighConf","Novel",NA,19,"MED14, MED7, MED26, NFYB, MED10, MED8, MED21, MED19, YAP1, AGT, NFYC, RORA, ALAS1, FHL2, HMGCS2, CTGF, SP1, SIN3A, WDR5",0,NA,0,NA,0,"",0
"507",23385,"NCSTN",225,"HighConf","Novel","Notch signaling pathway",11,"YAP1, ITGB3BP, JAG1, NOTCH4, IK, DTX1, NGFR, RPS27A, UBC, UBB, RELA",2,"RELA, NGFR",0,NA,0,"",2
"508",4694,"NDUFA1",93,"MedConf","Novel",NA,4,"SF3B2, RBM39, CCAR1, IK",0,NA,0,NA,0,"",0
"509",84901,"NFATC2IP",727,"MedConf","Novel",NA,2,"TOP2A, UBC",0,NA,0,NA,0,"",0
"510",4793,"NFKBIB",374,"MedConf","Novel","NOD-like receptor signaling pathway, Chemokine signaling pathway, RIG-I-like receptor signaling pathway, T cell receptor signaling pathway, Th17 cell differentiation, Th1 and Th2 cell differentiation",7,"AGER, MYD88, EIF2AK2, RELA, RIPK1, IKBKB, TICAM1",2,"RELA, IKBKB",0,NA,0,"",2
"511",4794,"NFKBIE",710,"HighConf","Novel","T cell receptor signaling pathway, Th17 cell differentiation, Th1 and Th2 cell differentiation",2,"RELA, IKBKB",2,"RELA, IKBKB",0,NA,0,"",2
"512",4801,"NFYB",200,"MedConf","Novel",NA,7,"PDGFRB, NFYC, MVK, SP1, NCOA6, MAX, HSPA5",1,"PDGFRB",0,NA,0,"",1
"513",4802,"NFYC",457,"MedConf","Novel",NA,8,"MVK, UBC, SP1, MAX, PDGFRB, NCOA6, NFYB, HSPA5",1,"PDGFRB",0,NA,0,"",1
"514",4804,"NGFR",44,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Ras signaling pathway",20,"RPS27A, IKBKB, RELA, CDC42, NCSTN, RHOB, MYD88, ITGB3BP, PIK3R3, SHC2, ARHGDIB, EFNA2, FGF9, SMPD2, RTN4, FGF12, FGF8, FGF10, UBC, UBB",8,"RELA, PIK3R3, IKBKB, FGF9, FGF8, FGF12, FGF10, EFNA2",0,NA,0,"",8
"515",84365,"NIFK",83,"MedConf","Novel",NA,15,"RPL27, RPL3, RPL3L, SF3B1, PA2G4, RRP1, RRP9, RPL19, RPS8, RPL23A, RPL4, RPL31, NOP2, UBC, RPS2",0,NA,0,NA,0,"",0
"516",25836,"NIPBL",154,"HighConf","Novel",NA,1,"RAD21",0,NA,0,NA,0,"",0
"517",58484,"NLRC4",412,"MedConf","Novel","NOD-like receptor signaling pathway",1,"IL1B",0,NA,0,NA,0,"",0
"518",79671,"NLRX1",873,"MedConf","Novel","NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway",1,"IFIH1",0,NA,0,NA,0,"",0
"519",9111,"NMI",700,"MedConf","Novel",NA,6,"UBC, BCL2L1, CCND2, CCND3, PCNA, CCNE1",4,"CCNE1, CCND3, CCND2, BCL2L1",0,NA,0,"",4
"520",129521,"NMS",498,"MedConf","Novel",NA,43,"BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, CHRM2, CXCR5, GNAI3, KALRN, NPBWR2, ADRBK1, OPRM1, PNOC, HTR1A, CXCL13, HCAR2, FPR3, CCR8, NMUR2, TACR3, GNA15, CXCR3, NPY, RGS20, TACR1, AGT, SSTR4, PTGDR2, CXCR4, CXCL8, S1PR2, MTNR1B, CXCL11, C5, GNA11, AVPR1A, EDN1, DRD2",1,"CHRM2",0,NA,0,"",1
"521",56923,"NMUR2",355,"MedConf","Novel","Neuroactive ligand-receptor interaction",43,"AGT, ADRBK1, CXCR5, GNA15, CXCL13, CXCL8, MTNR1B, EDN1, TACR1, CXCR3, NPY, DRD2, TACR3, GNA11, PNOC, CXCL11, HTR1A, KALRN, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, AVPR1A, FPR3, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, C5, OPRM1, GNAI3, CXCR4, CCR8",1,"CHRM2",0,NA,0,"",1
"522",4839,"NOP2",62,"MedConf","Novel",NA,7,"RPL23A, RPL4, RPS8, RPL19, NIFK, RRP1, UBC",0,NA,0,NA,0,"",0
"523",4855,"NOTCH4",600,"MedConf","Novel","Thyroid hormone signaling pathway, Notch signaling pathway",8,"POFUT1, JUN, RBPJ, JAG1, NCSTN, FBXW7, KAT2B, SNW1",0,NA,0,NA,0,"",0
"524",2832,"NPBWR2",494,"MedConf","Novel","Neuroactive ligand-receptor interaction",26,"RGS20, FPR3, NMS, BDKRB1, PNOC, NMUR2, DRD2, S1PR2, CXCL8, PTGDR2, C5, CXCL13, HCAR2, NPY, HTR1A, GNAI3, CCR8, CXCR3, CXCR4, CXCL11, MTNR1B, SSTR4, CXCR5, AGT, CHRM2, OPRM1",1,"CHRM2",0,NA,0,"",1
"525",4852,"NPY",428,"MedConf","Novel","cAMP signaling pathway",26,"DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, CXCR5, CXCR4, AGT, C5, CCR8, CXCR3, GNAI3, OPRM1, CXCL8, NMUR2, CXCL13, MTNR1B",1,"CHRM2",0,NA,0,"",1
"526",8431,"NR0B2",92,"MedConf","Novel",NA,7,"ESRRA, NR4A1, NR1D1, RORA, RARG, UBC, SIN3A",1,"NR4A1",0,NA,0,"",1
"527",9572,"NR1D1",473,"MedConf","Novel",NA,6,"RORA, RARG, CREB1, NR0B2, NR4A1, ESRRA",2,"NR4A1, CREB1",0,NA,0,"",2
"528",3164,"NR4A1",345,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, MAPK signaling pathway",8,"NR1D1, RORA, RARG, UBC, ESRRA, PSMD2, NR0B2, PSMC1",0,NA,0,NA,0,"",0
"529",145957,"NRG4",855,"MedConf","Novel",NA,1,"EGFR",1,"EGFR",0,NA,0,"",1
"530",8828,"NRP2",775,"MedConf","Novel",NA,2,"PLXNA1, FLT4",1,"FLT4",0,NA,0,"",1
"531",55968,"NSFL1C",621,"MedConf","Novel",NA,4,"VCP, YOD1, PSMD2, UBC",0,NA,0,NA,0,"",0
"532",30833,"NT5C",555,"MedConf","Novel",NA,11,"PDE6H, PDE6A, AK4, ENTPD4, HPRT1, AMPD1, AK7, PDE5A, PDE1B, ITPA, DCK",0,NA,0,NA,0,"",0
"533",9631,"NUP155",449,"MedConf","RNA transport","RNA transport",12,"NUP188, NXF1, RANBP2, NUP43, SRSF1, SRSF3, UBC, SRRM1, SNRPD3, RAE1, SRSF2, GCKR",0,NA,6,"SRRM1, RANBP2, RAE1, NXF1, NUP43, NUP188",0,"",6
"534",23511,"NUP188",759,"MedConf","RNA transport","RNA transport",12,"NUP43, GCKR, NUP155, RAE1, NXF1, SNRPD3, SRSF3, RANBP2, UBC, SRRM1, SRSF1, SRSF2",0,NA,6,"SRRM1, RANBP2, RAE1, NXF1, NUP43, NUP155",0,"",6
"535",348995,"NUP43",246,"MedConf","RNA transport","RNA transport",24,"BUB1B, CENPH, ITGB3BP, RANGAP1, CENPO, CENPP, RANBP2, KIF18A, CDCA8, NUP155, NUP188, RAE1, NXF1, UBC, MIS12, SRSF1, SNRPD3, SRSF2, SRSF3, GCKR, BIRC5, PLK1, RAD21, SRRM1",0,NA,7,"SRRM1, RANGAP1, RANBP2, RAE1, NXF1, NUP188, NUP155",0,"",7
"536",10482,"NXF1",156,"HighConf","RNA transport","RNA transport",13,"RAE1, SRSF2, SRSF1, SRSF3, NUP43, RANGAP1, RANBP2, NUP155, NXT1, FYTTD1, NUP188, SRRM1, UBC",0,NA,8,"SRRM1, RANGAP1, RANBP2, RAE1, NXT1, NUP43, NUP188, NUP155",0,"",8
"537",29107,"NXT1",708,"MedConf","RNA transport","RNA transport",1,"NXF1",0,NA,1,"NXF1",0,"",1
"538",8638,"OASL",321,"HighConf","Novel",NA,10,"MT2A, EGR1, ICAM1, IRF6, GBP2, NCAM1, IRF9, YARS, ISG15, ACACB",0,NA,0,NA,0,"",0
"539",51686,"OAZ3",342,"HighConf","Novel",NA,22,"PSMF1, PSMC4, PSMB5, PSMC2, PSMB4, PSMD6, PSMA5, PSMD11, PSMB2, PSMD7, PSMC1, PSMA6, PSMA4, PSMD3, PSMD12, PSMC5, PSMD2, PSMB1, PSMA1, PSMD1, PSMA7, PSMA3",0,NA,0,NA,0,"",0
"540",54959,"ODAM",594,"MedConf","Novel",NA,5,"MFGE8, FGA, PRL, SEMG1, TTR",1,"PRL",0,NA,0,"",1
"541",8473,"OGT",562,"MedConf","Novel",NA,5,"PHF20, HCFC1, WDR5, SIN3A, UBC",0,NA,0,NA,0,"",0
"542",4988,"OPRM1",160,"MedConf","Novel","Neuroactive ligand-receptor interaction",34,"CCR8, GNG3, GNAI3, GNAO1, CXCR4, C5, NMUR2, AGT, ADRBK1, CXCR5, CXCL13, CXCL8, MTNR1B, CXCR3, GNG10, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, GNAT2, RANBP9, GRK4, UBC",3,"GNG3, GNG10, CHRM2",0,NA,0,"",3
"543",55593,"OTUD5",695,"MedConf","Novel","RIG-I-like receptor signaling pathway",1,"RPS27A",0,NA,0,NA,0,"",0
"544",5034,"P4HB",172,"HighConf","Novel",NA,8,"CALR, HSP90B1, APOB, PLOD3, COL1A2, COL10A1, LEPRE1, UBC",2,"HSP90B1, COL1A2",0,NA,0,"",2
"545",5036,"PA2G4",301,"MedConf","Novel",NA,10,"GNL2, RPL23A, RPL3L, RAE1, UBC, RPL27, NIFK, RPL24, RPL3, RPL4",0,NA,1,"RAE1",0,"",1
"546",80227,"PAAF1",605,"HighConf","Novel",NA,11,"PSMD3, PSMC1, PSMD6, PSMD12, PSMD1, PSMC5, PSMC4, PSMD11, PSMC2, PSMD7, PSMD2",0,NA,0,NA,0,"",0
"547",8761,"PABPC4",673,"MedConf","RNA transport","RNA transport",1,"UBC",0,NA,0,NA,0,"",0
"548",140886,"PABPC5",767,"MedConf","RNA transport","RNA transport",1,"UBC",0,NA,0,NA,0,"",0
"549",5050,"PAFAH1B3",525,"MedConf","Novel","Ether lipid metabolism",6,"PLA2G6, PLA2G4D, JMJD7-PLA2G4B, CEPT1, PLA2G4A, UBC",0,NA,0,NA,0,"",0
"550",5051,"PAFAH2",827,"MedConf","Novel","Ether lipid metabolism",5,"JMJD7-PLA2G4B, PLA2G4A, PLA2G6, CEPT1, PLA2G4D",0,NA,0,NA,0,"",0
"551",10914,"PAPOLA",538,"MedConf","Novel",NA,23,"PCF11, UBC, PTBP1, SF3B1, SNRPD3, SF3B6, YBX1, POLR2J, SRSF3, HNRNPM, PRPF8, SRSF1, CCAR1, POLR2F, PHF5A, SRSF2, SF3B2, EFTUD2, HNRNPH1, CD2BP2, SRRM1, EXOSC10, HNRNPA2B1",0,NA,1,"SRRM1",0,"",1
"552",56288,"PARD3",171,"MedConf","Novel","Rap1 signaling pathway, Chemokine signaling pathway, Neuroactive ligand-receptor interaction",9,"CDH5, PVRL4, PARD6G, JAM3, UBC, YWHAH, UBB, RPS27A, CDC42",1,"YWHAH",0,NA,0,"",1
"553",84552,"PARD6G",711,"MedConf","Novel","Rap1 signaling pathway",4,"CDH5, CDC42, PARD3, C9orf172",0,NA,0,NA,0,"",0
