"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"ABT1",29777,6,0.59271,0.79847,0.999804,16473,1,-6.3548,0.73209,0.732,0.999987,15747,0,-6.3548,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABTB1",80325,6,0.80441,0.90402,0.999804,18963,2,-7.0592,0.45011,0.45021,0.99953,9696,0,-7.0592,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABTB2",25841,6,0.042075,0.14216,0.918621,3096,3,-6.9784,0.12998,0.13011,0.986119,2859,0,-6.9784,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAA1",30,6,0.25055,0.50203,0.999804,10391,1,-6.617,0.075187,0.075353,0.986119,1642,1,-6.617,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAA2",10449,6,0.56268,0.77684,0.999804,16047,2,-6.9052,0.16469,0.16493,0.993573,3567,0,-6.9052,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACACA",31,6,0.038957,0.13385,0.911373,2921,4,-8.3273,0.70616,0.70602,0.999987,15137,0,-8.3273,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACACB",32,6,0.90861,0.95235,0.999804,20153,1,-6.2902,0.27568,0.27597,0.99953,5890,0,-6.2902,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAD10",80724,6,0.86728,0.93547,0.999804,19672,2,-6.2283,0.3032,0.30326,0.99953,6506,0,-6.2283,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAD11",84129,6,0.73539,0.874,0.999804,18222,2,-6.6527,0.10703,0.10702,0.986119,2343,0,-6.6527,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAD8",27034,6,0.84887,0.92581,0.999804,19455,2,-6.8269,0.17871,0.17882,0.993573,3876,0,-6.8269,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAD9",28976,6,0.59344,0.79901,0.999804,16487,3,-7.0759,0.80017,0.8001,0.999987,17148,0,-7.0759,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACADL",33,6,0.11826,0.31541,0.987547,6567,4,-8.0277,0.78727,0.78714,0.999987,16894,0,-8.0277,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADM",34,6,0.64045,0.83222,0.999804,17194,2,-5.937,0.27147,0.27179,0.99953,5802,0,-5.937,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADS",35,6,0.058322,0.18398,0.934251,3983,5,-8.262,0.8296,0.82941,0.999987,17766,0,-8.262,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADSB",36,6,0.0047984,0.022724,0.777167,536,4,-9.2446,0.29772,0.29783,0.99953,6377,0,-9.2446,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADVL",37,6,0.84632,0.92453,0.999804,19426,2,-6.9728,0.69659,0.69638,0.999987,14976,0,-6.9728,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAN",176,6,0.18196,0.40939,0.999616,8524,4,-8.1249,0.93209,0.93224,0.999987,19996,0,-8.1249,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAP1",9744,6,0.12218,0.32148,0.98903,6700,3,-7.6061,0.38667,0.3867,0.99953,8335,0,-7.6061,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAP2",23527,6,0.060294,0.18886,0.937256,4081,4,-8.1515,0.1226,0.12269,0.986119,2689,0,-8.1515,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAP3",116983,6,0.27427,0.53242,0.999804,10958,3,-6.9562,0.71181,0.71169,0.999987,15274,0,-6.9562,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAT1",38,6,0.0010879,0.0055105,0.626544,157,5,-8.7982,0.18374,0.18383,0.993573,3980,0,-8.7982,0.5,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAT2",39,6,0.069174,0.21047,0.949771,4494,3,-8.0768,0.92494,0.92504,0.999987,19829,0,-8.0768,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACBD3",64746,6,0.48026,0.71721,0.999804,14803,3,-7.5615,0.42733,0.42741,0.99953,9230,0,-7.5615,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD4",79777,6,0.12845,0.33094,0.992826,6896,4,-8.3535,0.83656,0.8365,0.999987,17888,0,-8.3535,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD5",91452,6,0.16757,0.38879,0.996564,8103,4,-7.7243,0.6419,0.64189,0.999987,13777,0,-7.7243,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD6",84320,6,0.87989,0.94242,0.999804,19837,2,-6.0994,0.31639,0.31649,0.99953,6784,0,-6.0994,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD7",414149,6,0.10762,0.29784,0.985197,6193,4,-8.2221,0.52696,0.52705,0.999987,11352,0,-8.2221,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCS",84680,6,0.039766,0.13601,0.91285,2960,3,-7.5643,0.20563,0.20574,0.993573,4445,0,-7.5643,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCSL",390110,6,0.35065,0.62164,0.999804,12659,3,-7.3298,0.4317,0.43181,0.99953,9323,0,-7.3298,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACD",65057,6,0.40449,0.66161,0.999804,13558,3,-7.2465,0.60432,0.60426,0.999987,12997,0,-7.2465,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACE",1636,6,0.35437,0.62444,0.999804,12735,3,-7.5865,0.36433,0.36442,0.99953,7849,0,-7.5865,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACE2",59272,6,0.18478,0.41336,0.999616,8599,4,-7.5966,0.69243,0.69221,0.999987,14875,0,-7.5966,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER1",125981,6,0.035866,0.12554,0.903593,2759,5,-8.4263,0.66413,0.66411,0.999987,14256,0,-8.4263,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACER2",340485,6,0.36932,0.63555,0.999804,12985,3,-7.8533,0.50122,0.50122,0.999594,10806,0,-7.8533,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACER3",55331,6,0.036223,0.12649,0.905794,2775,4,-8.6786,0.18735,0.1874,0.993573,4055,0,-8.6786,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"ACHE",43,6,0.033845,0.11989,0.903593,2618,4,-8.8322,0.78511,0.78502,0.999987,16832,0,-8.8322,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACIN1",22985,6,0.044961,0.14977,0.92172,3242,5,-8.3629,0.95944,0.95952,0.999987,20630,0,-8.3629,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACKR2",1238,6,0.0040965,0.019598,0.761419,465,3,-7.5657,0.20533,0.20544,0.993573,4437,0,-7.5657,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACKR3",57007,6,0.029012,0.10627,0.898237,2334,2,-7.1566,0.29259,0.29276,0.99953,6273,0,-7.1566,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACKR4",51554,6,0.051729,0.16727,0.927316,3622,4,-8.5643,0.12283,0.12292,0.986119,2693,0,-8.5643,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACLY",47,6,0.42965,0.68016,0.999804,13987,3,-7.6866,0.14639,0.14654,0.993573,3190,0,-7.6866,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACMSD",130013,6,0.13284,0.33771,0.992846,7029,3,-7.4986,0.24419,0.24419,0.99953,5252,0,-7.4986,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACO1",48,6,0.57926,0.7888,0.999804,16298,3,-7.4777,0.36902,0.36908,0.99953,7952,0,-7.4777,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACO2",50,5,0.98656,0.98656,0.999804,21347,0,-5.447,0.21796,0.21819,0.993573,4708,0,-5.447,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOT1",641371,6,0.020086,0.080331,0.882363,1747,5,-8.6699,0.41533,0.41537,0.99953,8971,0,-8.6699,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOT11",26027,6,0.18478,0.41336,0.999616,8604,3,-5.8044,0.31013,0.31023,0.99953,6658,0,-5.8044,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT12",134526,5,0.14727,0.34316,0.992846,7486,3,-5.057,0.13367,0.134,0.988875,2935,0,-5.057,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOT13",55856,6,0.99432,0.99429,0.999804,21540,0,-3.6232,0.23015,0.23011,0.993573,4979,0,-3.6232,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT2",10965,6,0.22772,0.4721,0.999804,9778,4,-7.3525,0.86217,0.86219,0.999987,18424,0,-7.3525,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOT4",122970,6,0.89036,0.94836,0.999804,19984,2,-6.9743,0.25322,0.25335,0.99953,5430,0,-6.9743,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOT6",641372,6,0.55127,0.76861,0.999804,15882,1,-5.7061,0.18939,0.18942,0.993573,4099,0,-5.7061,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT7",11332,6,0.45136,0.69612,0.999804,14309,3,-7.5528,0.40736,0.40745,0.99953,8778,0,-7.5528,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT8",10005,6,0.01658,0.069811,0.874455,1516,4,-9.0381,0.78801,0.78787,0.999987,16913,0,-9.0381,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOT9",23597,6,0.038155,0.13174,0.910298,2877,5,-8.723,0.94311,0.9431,0.999987,20237,0,-8.723,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOX1",51,6,0.32322,0.59248,0.999804,12081,4,-7.8482,0.93209,0.93224,0.999987,19979,0,-7.8482,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOX2",8309,6,0.082171,0.24106,0.963405,5111,3,-7.2715,0.44257,0.44264,0.99953,9537,0,-7.2715,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOX3",8310,6,0.068836,0.20965,0.949771,4473,2,-6.5478,0.72709,0.72696,0.999987,15622,0,-6.5478,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOXL",55289,6,0.28897,0.55081,0.999804,11327,4,-7.7617,0.93399,0.93409,0.999987,20033,0,-7.7617,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACP1",52,6,0.32299,0.5922,0.999804,12060,3,-7.5541,0.523,0.52312,0.999987,11224,0,-7.5541,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACP2",53,6,0.81722,0.91004,0.999804,19114,2,-7.2162,0.45011,0.45021,0.99953,9741,0,-7.2162,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACP5",54,5,0.14184,0.33358,0.992846,7318,4,-7.8564,0.49385,0.49421,0.999594,10651,0,-7.8564,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACP6",51205,6,0.23585,0.48281,0.999804,10006,3,-7.6619,0.69102,0.69084,0.999987,14832,0,-7.6619,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACPP",55,6,0.23105,0.47655,0.999804,9859,4,-7.8791,0.83656,0.8365,0.999987,17884,0,-7.8791,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACR",49,5,0.91563,0.93454,0.999804,20231,1,-5.2305,0.11877,0.11917,0.986119,2604,0,-5.2305,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACRBP",84519,6,0.10612,0.2946,0.982511,6149,5,-7.8673,0.98227,0.9822,0.999987,21191,0,-7.8673,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACRV1",56,6,0.074676,0.22364,0.953634,4776,4,-8.4289,0.2865,0.28675,0.99953,6126,0,-8.4289,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSBG1",23205,5,0.0044452,0.018606,0.761419,503,5,-8.4918,0.99555,0.99552,0.999987,21558,0,-8.4918,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSBG2",81616,5,0.00041312,0.001914,0.582904,68,2,-5.4956,0.21172,0.21196,0.993573,4574,0,-5.4956,0.5,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSF2",80221,6,0.056513,0.17936,0.93173,3892,5,-8.2435,0.64064,0.64063,0.999987,13743,0,-8.2435,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSF3",197322,6,0.05051,0.16409,0.925636,3549,5,-8.0639,0.63274,0.6327,0.999987,13545,0,-8.0639,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL1",2180,6,0.080878,0.23798,0.962429,5046,3,-8.208,0.89062,0.8906,0.999987,19058,0,-8.208,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL3",2181,6,0.75391,0.88168,0.999804,18398,2,-5.9382,0.16548,0.16573,0.993573,3583,0,-5.9382,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL4",2182,6,0.96241,0.96966,0.999804,20839,1,-6.4176,0.79522,0.79514,0.999987,17048,0,-6.4176,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL5",51703,6,0.45494,0.69871,0.999804,14377,2,-6.1172,0.18978,0.18983,0.993573,4108,0,-6.1172,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL6",23305,6,0.81857,0.91071,0.999804,19131,2,-5.8694,0.10458,0.10459,0.986119,2293,0,-5.8694,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSM1",116285,5,0.1304,0.31285,0.987547,6944,4,-7.9722,0.96841,0.96856,0.999987,20858,0,-7.9722,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSM2A",123876,6,0.048291,0.15845,0.923728,3437,5,-8.2982,0.19164,0.19169,0.993573,4154,0,-8.2982,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSM2B",348158,6,0.65181,0.84021,0.999804,17359,2,-6.4079,0.26288,0.26315,0.99953,5616,0,-6.4079,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSM3",6296,6,0.1001,0.28153,0.979249,5887,4,-8.2955,0.85525,0.85524,0.999987,18282,0,-8.2955,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSM4",341392,6,0.099333,0.27986,0.979249,5861,5,-7.9452,0.83656,0.8365,0.999987,17883,0,-7.9452,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSM5",54988,6,0.61163,0.81189,0.999804,16758,1,-6.2894,0.58133,0.58132,0.999987,12588,0,-6.2894,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSS1",84532,6,0.070202,0.21296,0.949771,4543,5,-8.0058,0.60085,0.60081,0.999987,12934,0,-8.0058,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSS2",55902,6,0.12736,0.3293,0.992025,6865,3,-7.6077,0.43196,0.43205,0.99953,9327,0,-7.6077,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSS3",79611,6,0.16362,0.38316,0.996564,7976,3,-7.08,0.095646,0.095714,0.986119,2088,0,-7.08,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTA1",58,6,0.030724,0.11109,0.903593,2417,5,-8.4637,0.80384,0.80368,0.999987,17247,0,-8.4637,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTA2",59,6,0.085703,0.24917,0.964049,5302,2,-6.3991,0.56794,0.56794,0.999987,12292,0,-6.3991,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTB",60,5,0.1152,0.28494,0.979249,6471,3,-6.4212,0.46037,0.46079,0.99953,9928,0,-6.4212,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTBL2",345651,6,0.0016552,0.0082773,0.662707,221,4,-8.9287,0.19552,0.1956,0.993573,4234,0,-8.9287,0.5,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTC1",70,6,0.050071,0.16296,0.924704,3532,4,-8.248,0.47502,0.47508,0.999594,10245,0,-8.248,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTG1",71,6,0.42033,0.67337,0.999804,13832,3,-6.6763,0.42733,0.42741,0.99953,9248,0,-6.6763,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTG2",72,5,0.30354,0.53412,0.999804,11658,3,-7.8118,0.70465,0.70479,0.999987,15112,0,-7.8118,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTL10",170487,6,0.77654,0.89149,0.999804,18644,2,-7.3523,0.75283,0.75276,0.999987,16185,0,-7.3523,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6A",86,6,0.35611,0.6257,0.999804,12755,2,-6.3694,0.12264,0.12273,0.986119,2690,0,-6.3694,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6B",51412,6,0.75104,0.88042,0.999804,18375,2,-6.1274,0.58672,0.58679,0.999987,12650,0,-6.1274,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7A",10881,6,0.021585,0.084778,0.886427,1842,5,-8.3982,0.95512,0.95519,0.999987,20538,0,-8.3982,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7B",10880,6,0.052853,0.1701,0.928373,3666,5,-8.5482,0.27509,0.27537,0.99953,5875,0,-8.5482,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL8",81569,6,0.97948,0.97993,0.999804,21180,1,-6.6706,0.7151,0.71501,0.999987,15356,0,-6.6706,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
