"GeneSymbol","KEGGpresence","EntrezID","Replicate1","Zscore","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","KEGG.6","KEGG.class.iteration6","Network.6","Network.class.iteration6","Pathway"
"AMPD2","Present",271,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AMPD3","Present",272,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AMPH","Present",273,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BIN1","Absent",274,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AMY2A","Present",279,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ANG","Absent",283,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANGPT1","Present",284,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ANGPT2","Absent",285,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ANK1","Absent",286,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANK2","Absent",287,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANK3","Absent",288,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANPEP","Present",290,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC25A5","Present",292,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ANXA1","Absent",301,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA2","Absent",302,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA3","Absent",306,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA4","Absent",307,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA5","Absent",308,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA6","Absent",309,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA7","Absent",310,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA11","Absent",311,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ANXA13","Absent",312,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AOAH","Absent",313,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AOC2","Present",314,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AOX1","Present",316,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"APAF1","Present",317,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUDT2","Present",318,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"APOF","Absent",319,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"APBA1","Absent",320,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APBA2","Absent",321,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APBB1","Present",322,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APBB2","Absent",323,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APC","Present",324,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"APCS","Absent",325,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIRE","Present",326,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"APEH","Absent",327,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APEX1","Present",328,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BIRC2","Present",329,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BIRC3","Present",330,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"XIAP","Present",331,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BIRC5","Present",332,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"APLP1","Absent",333,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APLP2","Absent",334,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APOA1","Present",335,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"APOA2","Present",336,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"APOA4","Present",337,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"APOBEC1","Absent",339,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APOC1","Absent",341,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AQP8","Present",343,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"APOC2","Absent",344,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APOC3","Present",345,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"APOC4","Absent",346,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APOD","Absent",347,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APOE","Present",348,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APOH","Absent",350,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"APP","Present",351,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"APRT","Present",353,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"KLK3","Present",354,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"FAS","Present",355,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"FASLG","Present",356,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SHROOM2","Absent",357,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AQP1","Present",358,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AQP2","Present",359,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AQP3","Present",360,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AQP4","Present",361,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AQP5","Present",362,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AQP6","Absent",363,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AQP7","Present",364,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AQP9","Present",366,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AR","Present",367,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC6","Present",368,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARAF","Present",369,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ARCN1","Absent",372,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRIM23","Absent",373,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AREG","Present",374,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARF1","Present",375,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARF3","Absent",377,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARF4","Absent",378,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ARL4D","Absent",379,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARF5","Absent",381,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARF6","Present",382,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARG1","Present",383,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARG2","Present",384,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RHOA","Present",387,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RHOB","Absent",388,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RHOC","Absent",389,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RND3","Absent",390,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RHOG","Present",391,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARHGAP1","Absent",392,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARHGAP4","Absent",393,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARHGAP5","Present",394,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARHGAP6","Absent",395,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARHGDIA","Present",396,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ARHGDIB","Present",397,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ARHGDIG","Absent",398,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Vasopressin-regulated water reabsorption, Neurotrophin signaling pathway"
"ARL1","Absent",400,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PHOX2A","Absent",401,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARL2","Absent",402,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARL3","Absent",403,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARNT","Present",405,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","HIF-1 signaling pathway"
"ARNTL","Present",406,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"ARR3","Absent",407,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ARRB1","Present",408,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ARRB2","Present",409,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ARSA","Present",410,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ARSB","Present",411,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ART1","Absent",417,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ART3","Absent",419,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
